"Mission","Index","Title","Description","Latitude","Longitude","Image"
"13","1","Wahine Mast","","-41.287266","174.77921","https://lh3.googleusercontent.com/COy-DldpaCXuTyl7uIVliVOWD0FNtmKLGchqGOddUqiOnhxxV922qfs4gfqu0kDF0uRxupayT-KOJWkoGdi3JaoDgYsZQpk8PToczcuLFoctmA"
"13","2","Water Whirler by Len Lye","","-41.286423","174.779302","https://lh3.googleusercontent.com/D8Go62AfKb2eCpgSgD1vOQUhJ4wIqxnvTL0fMus8Uox4gXTdTwqiK9UhXH-U14Is0pSCb7qZg5hC4MXkOp3pHkj1hisvSQ-Gfn82c-3y6PQ2Kg"
"13","3","Wellington Cultural Mural","","-41.284365","174.77971","https://lh3.googleusercontent.com/FBT4z_-GadR76Itx4jQbl13z077ZgD3MV13cx6j6Gi-hXXk-51CrfKQA2ReeWOa59NP1MPsgcVMZwX81DSMFiXyMgx03UbBE-5P2PTH5Mkmg"
"13","4","Aunty June Mural","","-41.28385","174.779827","https://lh3.googleusercontent.com/TYJWrSZSYsB_t8_9hvnHKlikXJCZoCGXmwGZ4pZ7eMz5YxzxvOi8SJh5z1g3nSyLCs_KjUQ5XMo0sAxAhEY7jAh4jZDX-317vNUdS6vLOcw"
"13","5","Paddy the Wanderer","","-41.284828","174.778084","https://lh3.googleusercontent.com/ZpAP-iTBUmVZaZbZ4ignVBU29XYqnp9EIsU2HjWwNL-s5Vu4BGLSjP_vJWUUIEj8sJpIt0vfUOsf9ewU2pbwiTvIt56nbRnvDQ2mjgRwULE"
"13","6","We Are Water","","-41.285233","174.778315","https://lh3.googleusercontent.com/PFySkmBlgTGRLYXbClg0IG4StCkJJ3HmKorzIM2UJUAAOdjVvmtg1WWrv_ZS2K_plPDUdrlZB6gVJXCKiYFR1YzcR3rRaMnKOCnBsyOpgeQP3g"
"14","1","Sky Blues by Bill Culbert","","-41.284932","174.777245","https://lh3.googleusercontent.com/TYXLbjD_JMWJC69OlPBkMb1Wq2BSQ6sGsrKviLWFqiIuDHpJl7RXtIX4yw9uBoO6cQzP_9Yi9XJ5JtJhj0bIDSB1DQb1vbeavPNOMoMOPiHx"
"14","2","Invisible City","","-41.284474","174.775518","https://lh3.googleusercontent.com/UXTe7Wkb9khOViOYxvfX3mB8trsLYR0eslNbzMMxNyGyFdVYuaIELAWdqwddZ9aCqFRhOi_0pzbVkzELRKWiuiaBkWWu8GLkjjcBCjyObv96"
"14","3","Electric Streetlight","","-41.28527","174.775841","https://lh3.googleusercontent.com/1wRJfqIBrh7JAkDOQaTRKXPR-QHBjaWwnjlETdQU4DKOcAFx2f64D1pY5r4m2H2JWLCVsxZggUxXOC8PfzgFDizjShKwsB6Wx5L5bL_LWIbc"
"14","4","Protoplasm","","-41.285461","174.775823","https://lh3.googleusercontent.com/p7qcb2hHnaFZpFWkZ9DgnvcTjPGOswxJ5A4FGuUrCkRZjhEGqsEWiQoL_lMqk7LwbJwzGicyNw2i2pIM4cBjgggFjIAzXJOTfI3Y0bx36B1v"
"14","5","John Plimmer and His Dog Fritz","","-41.285728","174.775772","https://lh3.googleusercontent.com/d7L2JbXXGPuIKNE9p0retRY8EmF9L9YCFB3BzumxYMNbjDRONzGaCBvW2FnhD8KhIjvaCFS67B1lFmaM4Yug0w0DLXNVofWHn956xWd2axf54Q"
"14","6","Arrival of the Waka","","-41.2866","174.775978","https://lh3.googleusercontent.com/zGOQo5aBJWrTUwZW6wkn8xXf5uO0jwh8y3m6QvePXxE812Uhyote6xyc4pyxqRqFR0chquIqiEGoAoz3RQscgh69COU0_xfyyPiuAoZmhbU"
"15","1","Gateway Sculpture","","-41.287346","174.776572","https://lh3.googleusercontent.com/bRzSHSIYWOoDIqA2YPUr5Hu7vRMqhBE4-OHshaFrGMKOUIsXAGX7_KTsAmY379_w216EGm2besOEuOci5sfaoBS5nA-n_6m0_FVxfpOhgsQ"
"15","2","Rita Angus","","-41.288726","174.775582","https://lh3.googleusercontent.com/jpm6EpeYfO6NcTcE3dzls5IiyVkYSxa2rYdmKNFQgrztTDSy42CqhzaL9tgmVMuwj-9z-U3mDngGVMt1_8mYlNGlMQE19my-r96JkxOfet3LTw"
"15","3","Hang in There","","-41.288829","174.775371","https://lh3.googleusercontent.com/n9byZbm7dHfWQCsBebXkrfYEZRZJAJT9uBqZyzONLOzlV0F0iYQCArgTOSI6XBXPPyI6W8-BxRSAPH5GgUIgPxMaSr1pfq3yK6BA47jq-udK"
"15","4","Bond Street Heads","","-41.288982","174.77533","https://lh3.googleusercontent.com/cYtwOUyO3ogaOUCVIvmxX2yJSnj2VtXT81i0MXMNDjT6bS2MyW3XBSFV65tgKMbCNWr2s7aFkLOzWj1fhrmlzOO3uzYK23xNaGi3KJiWXYazWQ"
"15","5","Bond Street Mural Wall","","-41.28907","174.77528","https://lh3.googleusercontent.com/2w69dKuArzPFmP4Y_eoSIQHGlHuO-qarPQEGmpki7ppViOU83KIYdJJiug8ukE25aSIK-RjPKdeHfV3NkEcfMtPF7Sh9tV_j3CZhtqfjSkpIxg"
"15","6","Grand Head","","-41.28905","174.775996","https://lh3.googleusercontent.com/7DwvCxw0up3Ow5Z6e6QNJTFAZgRoqEOxO0ml50Dj52_GBblCgTJ-VVl7c2MOvQ_hbMqbl5dxMDVTk7FF7Fw4LRNLsH8V1RFk575GXBIkC3Pt"
"16","1","Playing For You Mural","","-41.28965","174.77601","https://lh3.googleusercontent.com/AcEEVGM0zZiYokpkD1MbtkAZM_1uXkdNBo0d5wBdyFKwiBjt1Mm5M85U9z14s44I-qKxsmsEshmOS3MveZwAuowiS6AiEyQ3_MZw41q6gIsS"
"16","2","Lombard Lane Mural","","-41.289978","174.776064","https://lh3.googleusercontent.com/5zsbqL03-VIXKpLDW6GganBgetRmXHB1GPXKmJuQZoILMezBrqRQEqwT7C9IW7cmccCzOxTz79rwbdW_bpkyPeelljxMaw_KakGaeDYl-jrS"
"16","3","Where the Wild Things Park","","-41.290075","174.77668","https://lh3.googleusercontent.com/HlSXVnsPDuPvlL4n9lOEm5i0RkuYSQrRptogOCniyIbsMwwNbtl_sik0cvyY3AxSpmkUYVD44Uv5I5RQ3Pm-yLRz6XzpSmA5Ph6MikfQfNQ"
"16","4","Felix","","-41.290099","174.777196","https://lh3.googleusercontent.com/cB_TiGKV7EOG_2qQctQvLDMn6gJJFxHGs2LSoZNCXuydfrDHWGVJHWxA5vDnRguiyWqNkbq_7G0w1p16QH_qd8SX6eLKcM12Arwn64cVhZA0"
"16","5","Baby on a Seahorse Graffiti","","-41.289955","174.777442","https://lh3.googleusercontent.com/oYJuT_rtU5fuHPApj5iUslo5A9F87_8VfEHfawN_GRJgI2TgNwWpDuEHiUcYbUWiS371CmPlQfSyP_BapO5UU0s4qwanVyglVofGjjmBGuhR"
"16","6","The Philanthropist's Stone","","-41.290226","174.777425","https://lh3.googleusercontent.com/5DMWMLw8BvErCka41jfyT3H8HYHmf0Fi8qjOED0LbQQL4dKUCl-df3k-Qq9kQtoFG9mpveIwqJSL4S241TcCnYQpM9By_PVxUr4oSJbJ0fQo"
"17","1","Rockband Mural","","-41.29078","174.777049","https://lh3.googleusercontent.com/5U-OQaNWuqQCv0CTWVyzO-cZYqCDXZIyxQcBHZwggf_StdQW5Bl_mjdHCJnhmEIrliLvMrcF5arIRnCB5g1RHsNFHlpRJEcsm0dNSFJ1WAr-HQ"
"17","2","William Waiirua Graffiti Mural","","-41.291032","174.776517","https://lh3.googleusercontent.com/m9-aT-tAMQCc68kd2ykeYXo5xo6EAdaslFzDjP_c1vkX_3iFHJ0KYnhpTpmu8n8-k6amD7RCpPgybQOnM-Jj72yiEASqjnCFzjR6XyFm3b-i"
"17","3","Cuban Monster in Wellington","","-41.291263","174.776854","https://lh3.googleusercontent.com/22DR1uUomf1E3fDC0diMUSqOMZaLzTwHj1J-F2fd581qP5uVCd93j4kuPtOVGVuq_I1KenTTYpQpDkvJ4C6qv9ebkl49E09lZ06MsCyM0ig6gQ"
"17","4","Bucket Fountain","","-41.292221","174.776324","https://lh3.googleusercontent.com/KjUwkDvdJdG5hPiRwVlvVSYmGGzVm4o8t_e54-IeogSb3wlwOG31f3N5OxhaUF02OVpCO4u7jDayT5XmbZnbaWX1z-Cbmf7MHl3YMS3ZhCt_"
"17","5","Green Tuatara","","-41.292335","174.776275","https://lh3.googleusercontent.com/Pz0X4YwuedjTFiSvhtuj9Ds4t65mMwalfYUBvOy5q2-0eV-uZ7pZb3YBCLhaobfU6krt4gnS7kVMukenLdc6snd8Ea-vzcMP59MhEOe7owwlBg"
"17","6","inkLink Pandas","","-41.292624","174.77595","https://lh3.googleusercontent.com/cYzycex8GLLaLdF9uVg9ky1Coi7RtIq-CnAF0NWIZLPPc8GaPvQcHGPQDO1cc5xg2eAQobumWitiwR_sz1Z92FmfUPuTov5qLeOBUIIJspI"
"18","1","Skateboard Dog","","-41.292552","174.775558","https://lh3.googleusercontent.com/cwmSN07b18bxq0uKz4CiL5wI9lGQ-39StXiDPdkmg7USqYir69g2oh-WJwDfJuAukeKFr1kVv9bWkqk2UzKyC70XLvHLLkRmsYXqPqmHgOv_"
"18","2","Wellington Hills Mural","","-41.292401","174.775385","https://lh3.googleusercontent.com/dbNM8UWkcbURWrBsKlMfC_SU2U9_qGuMU0b5ZWeYAAf5Ph7QQ30jHUchJWOz0_Gy-ogL2Y1JPfov2zt-03h1KbFPjuZYw_yfEmI5p1Otyi2M"
"18","3","Flower And Vines Mural","","-41.292358","174.775356","https://lh3.googleusercontent.com/u1vavq9HeS5W5ULW8Q-T9AR2QH-1CfhZyKYTKLMZaRNgpRsUs3WPJxC2y_dgUqfBIaCJb3exsjztVhq7drFkzWLHI5WBtHUJwyaB5CTG3p0"
"18","4","Wellington On A Plate Mural","","-41.292263","174.774776","https://lh3.googleusercontent.com/8cWKDxrY0rTKKkyYDxk6sk1u2cVkYtkkPJxnnqznI5HVMqCDzqd2TCvhWNVNR0Y08O5APf_qbdC6qWhOLTgS57oEsjVyNjMJOKu3mO3B4wA"
"18","5","Serenity","","-41.293037","174.775428","https://lh3.googleusercontent.com/TRXcgo_3bIbgNljHI31w5Ks04PFu3DZ7nB20S6z6mcKhvORmOqfAmb1Ldj7Z8E58bLJ0xMO95IWsLAl8rcNmY13rMImNGhiHW4PzvByO3xkP"
"18","6","Beep Beep Yeah SE3388","","-41.292976","174.775031","https://lh3.googleusercontent.com/NJ_ue1i4NZIdACu7LuMbmsmyPCI_QnwL6DmviBHXEE4q7sB73tEwA51U3AiePILMg3SZ-5wUvaneHcHDfZ4yz7LjRwcI5ejuwgjG5RmaCxQ"
"19","1","Painting Eggs Mural","","-41.292995","174.774426","https://lh3.googleusercontent.com/6A2ZL_5YJSaMtwFo_KUSv5HSThxlUK8c-11twhj6s4VCVK1DRI87fZW8ZI1-OVuM-t2F8MSHcCoCLBEFaTIdxND8JZEntcXLeGZVgndQSstZ7Q"
"19","2","Rocket Art","","-41.293358","174.774799","https://lh3.googleusercontent.com/gaBeNNSW8zpud4OBkYrRtyDIzlKO8i7GPR45lbr-0xbE-pke2yFSN3iEh8vnEgA5VbNu8ZhqQdMH3oTMzdRFOCty9QqJe3ZNidZzMlNj30txbQ"
"19","3","Rainbow Trumpet Dog","","-41.293416","174.774449","https://lh3.googleusercontent.com/gxX8MZeXhxC9iw8v70-8sf6fXuYUau-BysaGc2Jbwa6xW3PLQ8NwDCILST7KFiD5I57W3hOG3HITqTxiCnLYQt1Iz7XH8ItPNzrjyW-1_diV"
"19","4","The Fabric Store Wall","","-41.293714","174.774566","https://lh3.googleusercontent.com/T2pUC-r--aRRh8n6NX4cPrzpznHxPmteawxGcMJrztM0ZGdMZHKGJV9ZYea6Ho5nGWUR38kv7FKYkMR4KMDBr7DJJH2s4qcCqblVWqzAYnQ"
"19","5","Red & Yellow Alligator","","-41.293729","174.775217","https://lh3.googleusercontent.com/By9yjWVBXneUnHReBV9soeyw21P6o3OtRzFRLQHF8h013Nl6-6JynAhUbhGG5C-GzLlQwJUX2edHJ_7oDySXsmQydcJoKdpxaQeUJj9TiGZ6"
"19","6","Avatar - The Way of Water","","-41.293593","174.775726","https://lh3.googleusercontent.com/6yzi9--qw9VOrrohbBKozwoKYY830MuWZ4_T-UQxcE8laSk6dfTatmCYu1AfT7KvgQUbjjhfstv5b-KRhvT-kL9KUItpnOY159smaCEZqGp7"
"20","1","Orange Beauty","","-41.293186","174.77625","https://lh3.googleusercontent.com/6e5vVGUy9CgX6Epr4_5sT9JqLGsw98KJg2PrzAIgI0xmLgpXH74O7Jh2-zFfi4dPfCd-vFauRhLqdi-NN1eSIddyZMDv_XYGbeKREeFLuGWa"
"20","2","Legs","","-41.293161","174.77658","https://lh3.googleusercontent.com/T4W-WwIZhDSiFt3v_VDm0CDsLiy2dX2P8MR9b81hgLrGbwhvTaMz9xV9NOBLBxIErEA4P09oQyH_rYTg-zlCHwpv61o0rEE6FexVPk2jhEv3_w"
"20","3","Colouring In Competition","","-41.293165","174.776705","https://lh3.googleusercontent.com/XSOTrPotn26eWj8XHLBxv4IL2518MCi_ICcxuWbhDuVtMJIaobTHOIdMehNPIilEyC6YAPLiS9q8BYmEJyvOuVfKNYPFEtKPkDPL3uD605mV"
"20","4","Crazy Cat Lady","","-41.292989","174.776803","https://lh3.googleusercontent.com/m-ikEjCFjd3CW2m5tfYDl6JV7OJYl3kjVGkdTCqJIr1820ajXkT9XfkPjrRDuXiTJ-mWpP1EJ-OLy88HhceCnj5o4cpviFK_fMq-c7bgdqZLOQ"
"20","5","Wellington Chocolate Factory - Entrance Mural","","-41.292539","174.777201","https://lh3.googleusercontent.com/nASLGVgV7OSp4vnBG9WmU5p1ihZyJjaiYJSgN7sAx9sEXOp3Ka0Pc4sCkAJL-xVyWQUTYjfI0hdqiORkfD0l6DxYYd8V8fmX58BoAdztDo24CQ"
"20","6","Tiny Face Graffiti","","-41.292331","174.777226","https://lh3.googleusercontent.com/YDaCkEHUx-R1hckTSfL-2yBFLg3Z2YBla4n8q7_f9ven_KZiu8vsowWLGBUCyKCyJaXg3HA9NjQ_flDFmaVkJFrmqNPPH-jdqj1nzKRga1tz"
"21","1","Birdcage Mural","","-41.291873","174.77716","https://lh3.googleusercontent.com/R6JfK5vEloVnySjCXVdEnJ_FZKTP0QiaSFdd7d4kMOizRCLQcNoNFRiC1X1U2BItwM2hVGrZv6ZVVi2KiddJE2YNTRT_SqDSgl8lN0B15X0YvQ"
"21","2","Opera House","","-41.291632","174.777723","https://lh3.googleusercontent.com/DqLBZOmGdGb3iyhllwNbzPuida7MP7ugFSRB_UvVZnfdYA6hrH0ztgay9-KetkjvyEUVL3hiVfFRPgZPFrTx48pc7xW_QV6MD7wd1xtrZHAk"
"21","3","Lukes Lane Street Art","","-41.291935","174.778192","https://lh3.googleusercontent.com/1ohakAZC_mXJTDlJoMWrXxnmTOmXX6yq5KpImyApagNR25gdaLAEFKaw81XNeubVnV95OUNkuZRPJdXVwUcxLnyEe0w78SCv0qHW_UG-arI"
"21","4","Gone Fishing Lukes Lane Street Art","","-41.291771","174.778485","https://lh3.googleusercontent.com/-c_NkKFivjzU3DuyTxjGchkxaT-fgCAfCTTvhEartBR1i_9j7LHHq3gNajhXB1VGdRze_tSs4GS_sYp90X434Wp6zw77J_yoAl23vM4daHc6ew"
"21","5","James Smith Carpark Mural","","-41.291659","174.778698","https://lh3.googleusercontent.com/q0AKFHrFB3Hq3UzU-kyRcrRYhKXZBIfaJjGQhb_i4xvYGDtnWxoPihy3ebOZMVxaCLKHFPY9Yv6MKDTyFV5Zvmh7Qed7GhLBvfnedqMbh7U"
"21","6","Sea Bubble Mural","","-41.291502","174.778575","https://lh3.googleusercontent.com/cijLTPJ724gRh4ue3C_Gks30QC7AqeaM1tpwDpjwFzzDymKFJodO3pFVj-X-R99NnL8fQEE7o0eXBMYzv8Kyr063yRqGIN7WRBvXmHIuIrY"
"22","1","Fire Duck Vs Dragon","","-41.291357","174.778275","https://lh3.googleusercontent.com/eLV6kbSJhWzCUOru0WYHKHPMz9LDUEf_LtyNERt18iFcCgC7T9-Yl3Pb4PWeN0dBZq3vkR1ktfMiu273oByA2hzpPJJHaNHE3Vo9nreJEeXv"
"22","2","Egmont Street Living Wall","","-41.292501","174.777837","https://lh3.googleusercontent.com/biGPPyQurVvXqd4JHFHHkScliVk0kqvB776onnYNEH_xb0B3TIjZTaaE1-0VkiqtjPSIAZkkILkfJyzxpDmu6un9l7VvEeGKqnWltLpgFL1d"
"22","3","Scout Unicorn","","-41.293158","174.777595","https://lh3.googleusercontent.com/waQjPhr-qRyT3HocDHO3J8-0M22pd-eVBsvibSVpDWnKCIaftqVO55laMjX20OGbQv1mkcBSUXjGAxrCMKiNuhg79H-QfBz_mbI9HRZR49s"
"22","4","Candles","","-41.293414","174.777394","https://lh3.googleusercontent.com/RVhdjkRDWM6QIeyCsMAotIUa-i4qduom0iT0n4vbFCHRCEyTeLdJrXu9NJrQDAQPUybstQFKrTnI-xgQIBnVeKBQCf7S07s2u0OaZRfW0JHw"
"22","5","Puteketeke","","-41.293846","174.777404","https://lh3.googleusercontent.com/939fHukOG8nRmgFLeh-lnTkvIDs5X7of9q9lbxmggCROO3p2vQl_wTptjXR69ZurNO0q4FpNEVHuII79JJRtppCIzQ5Wnxme3Cd-RZUGYBw"
"22","6","Marion Street Lady of the Night","","-41.29378","174.776838","https://lh3.googleusercontent.com/cjtNnV7pzMvb4eYSlHuzlrFkfozTzN7OHt1NTNP-zBSijMObFCvI2AiqnLIVQqAEmE824sVqok_yAP9NX6uvtdopaIvMJHqudRjYsbgDZ4g"
"23","1","3 Eyed Psycho-Beaver","","-41.293892","174.776547","https://lh3.googleusercontent.com/hM4ElGQNVt0qr8TGWyWlOlrAGpjlrZcKOZs8J55OEXf349q5pxwgJCYOoxTiE3uKHj8zRPP7WBr-995UtV3hvs5SjyeDeMCAgTv6ULdldl01"
"23","2","Theosophical Society","","-41.294372","174.77652","https://lh3.googleusercontent.com/MebIj6H888owYrJd9VOfqgjnFMqrBhf-C3M8OABnGT9HUXYeVlMbxlqa-Xsxb9fGLRrgZag7hQQV-2qfI8PqQZwBXfLJV8sj1hTZR3_tqexOXA"
"23","3","Skinned","","-41.294545","174.775491","https://lh3.googleusercontent.com/y1f7mOgIFmwtozdgYAtDuGagka77iEQT7KiGrYTxAl-jpIEutWc670kqSMexzA_KeKZc7lluQPqcL2HjGejBB6zCL6t39faFn86AfG21Su8"
"23","4","Pointer Dog","","-41.294297","174.775664","https://lh3.googleusercontent.com/NN-B5PESGRY9UBbDCPhFXgFNM5l7lnlZ8V_HhGCko6R_9JY9LNlrIh6zyyN79r-BDy1Db6rR04nsOEOwJsJN-b42iUEf8PCyJAFAPETZOm0"
"23","5","Fat Stork","","-41.294186","174.775135","https://lh3.googleusercontent.com/V7ES4GoMRK81is9Wl-Vsmrfq2wbqYE4yHqXSQak_yIkVBX0KzotzspzNR7B-n63DZVG8lagvzG00khusEsKzyx_u_UaT3Z8WRYJ_EU8FmzbO"
"23","6","Scarfies","","-41.295051","174.775308","https://lh3.googleusercontent.com/kd0kJZXVUrNJVNy5GNqj8eTobukARHIshRTVmwUGNznOzSOMbOqhZYYyZEm95z9vzMmTkpw1Gtj76q1JuiAAt6DBp1ulWszovQcdSUZazaKm"
"24","1","Concrete Sofa","","-41.295446","174.775065","https://lh3.googleusercontent.com/cNzhQgllLe-hUIQAYIsB9ucw_TSlrDr_rf2RaaAjSv05YmDvkwLIy25m1kUhOGDUClOzSHOkCa6DitncOU_3FKxMs0NNwV6w9Ztw4wsjLQb2"
"24","2","Fidel's Mural","","-41.295776","174.773977","https://lh3.googleusercontent.com/KwDKP85PfTFk9ZKf0oPEmiaC8aU4Hv-rq0M5iVeuJgCGbTSW0a_MKCCFk0BUXVZ8TTo0tID-mFikn6loLqtHeEkDePi2QNEBm1dV7A-tIj24Ng"
"24","3","Ekim Burgers Street Art","","-41.296229","174.774281","https://lh3.googleusercontent.com/qvHaPOZt_adAvgPwDqoFoAGTJltHYproIaP9XEEHTMJ38qCsx-kfNGIh56yH5ZlvqWmaXO25qapV_0I-ofZZHuxPxQvF-TzNXPcajwJHUagY"
"24","4","Wild Dog","","-41.296024","174.774948","https://lh3.googleusercontent.com/Fm699ydG3h8LUuT02nnQcv9u2VNoZ8DD2mQVZrIave-nMUwgurqYfi9RETi9B26T9SYMy90qxkRc2umJZuNAQvYoC6BAGPV1-BDSJm7ikWlWjA"
"24","5","Cassette Tape","","-41.296073","174.775133","https://lh3.googleusercontent.com/ZYvyIWxxoMP-SJunli37xaDkCNjS1S_wVmZar0ATADWmYjrZb-yE0UgG1ORqAyg2B2ORk4n6uIOus11_seuz_Cyj38Zk-4fo8v0AmP-Pbp67"
"24","6","Raglan Leftie","","-41.296497","174.775068","https://lh3.googleusercontent.com/olvP55x0Vo1fwPAeDBL5QZlNnXh7ERaVQ8fXhaO55S9V1GnkDCUCPIvjQaeSPL4c4HbQmW59AGnMPADW6WiSGJ8d1YexEeUff_uRvF_tIlTz"